LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,default
255000.0,2,2,2,23,-1,3,-1,117435.0,122813.0,100236.0,28824.0,30144.0,24603.0,0
65000.0,2,1,2,59,0,0,2,26461.0,24581.0,21009.0,6772.0,6291.0,5377.0,0
100000.0,1,1,2,43,1,-1,3,23678.0,24823.0,24038.0,2951.0,3093.0,2995.0,0
140000.0,2,1,2,39,-1,0,-1,126671.0,102820.0,92479.0,29976.0,24331.0,21884.0,0
60000.0,2,1,2,61,2,3,0,71906.0,60945.0,53354.0,7140.0,6052.0,5298.0,1
45000.0,2,1,2,60,1,-1,0,11706.0,11261.0,9585.0,1719.0,1654.0,1408.0,0
55000.0,1,2,1,22,0,0,0,24090.0,23217.0,24049.0,5679.0,5473.0,5669.0,1
290000.0,1,2,1,69,0,-1,2,348000.0,321603.0,282798.0,43341.0,40054.0,35221.0,0
45000.0,2,2,1,34,-1,0,0,31251.0,27579.0,22885.0,4889.0,4314.0,3580.0,0
20000.0,2,3,1,44,3,0,1,19520.0,17645.0,15205.0,1318.0,1191.0,1026.0,1
85000.0,1,2,2,23,1,1,-1,34172.0,32842.0,30939.0,6200.0,5958.0,5613.0,0
120000.0,2,1,2,37,0,1,3,29601.0,29224.0,24984.0,1981.0,1956.0,1672.0,1
85000.0,2,1,2,63,0,-1,-1,40432.0,32976.0,33435.0,3443.0,2808.0,2847.0,0
90000.0,1,2,3,46,-1,1,-1,92214.0,88670.0,74520.0,20433.0,19647.0,16512.0,0
195000.0,1,2,2,47,2,0,0,167757.0,150727.0,156971.0,10677.0,9593.0,9990.0,1
345000.0,2,2,3,46,1,-1,1,302790.0,298279.0,239234.0,32369.0,31887.0,25575.0,1
150000.0,2,1,2,64,1,2,0,153597.0,145054.0,140389.0,42013.0,39676.0,38400.0,1
110000.0,2,2,2,45,-1,0,3,68840.0,71186.0,62448.0,16369.0,16927.0,14849.0,0
155000.0,1,1,2,54,0,0,1,143423.0,126640.0,118670.0,37626.0,33223.0,31132.0,0
65000.0,2,2,2,64,-1,2,-1,23101.0,21770.0,20457.0,6074.0,5724.0,5379.0,0
35000.0,2,1,2,33,2,1,1,28704.0,28830.0,24839.0,2845.0,2857.0,2462.0,1
245000.0,2,1,2,38,0,0,3,191475.0,180849.0,188918.0,44292.0,41834.0,43701.0,0
135000.0,1,4,2,63,1,0,1,116184.0,105534.0,92859.0,28324.0,25727.0,22637.0,0
95000.0,1,1,2,62,1,1,0,43523.0,42537.0,44244.0,3188.0,3116.0,3241.0,0
225000.0,2,1,2,38,1,-1,0,138911.0,121740.0,121579.0,25098.0,21996.0,21967.0,0
375000.0,1,2,2,45,1,1,0,265443.0,228415.0,232650.0,19330.0,16633.0,16942.0,0
30000.0,1,2,1,36,0,-1,1,8319.0,7482.0,7593.0,1278.0,1150.0,1167.0,0
50000.0,1,2,1,31,1,1,0,29753.0,27802.0,25685.0,7458.0,6969.0,6438.0,0
25000.0,2,1,2,30,2,1,-1,11560.0,9652.0,8365.0,589.0,492.0,427.0,1
110000.0,2,1,1,44,3,-1,2,107997.0,97706.0,87714.0,6684.0,6047.0,5429.0,1
310000.0,1,1,1,33,1,0,-1,85295.0,82795.0,67039.0,5245.0,5091.0,4123.0,0
80000.0,1,1,1,30,-1,1,-1,73853.0,70223.0,57479.0,10918.0,10381.0,8497.0,0
95000.0,1,1,2,55,2,3,-1,32100.0,27942.0,22623.0,8248.0,7180.0,5813.0,1
140000.0,1,3,1,50,1,0,-1,72343.0,58527.0,49355.0,14655.0,11856.0,9998.0,0
145000.0,2,2,1,38,-1,0,-1,84229.0,70746.0,68519.0,24462.0,20546.0,19899.0,0
50000.0,2,1,3,31,1,2,1,28443.0,24245.0,19968.0,3921.0,3342.0,2752.0,1
55000.0,2,2,2,26,2,0,1,65489.0,67959.0,66395.0,16197.0,16808.0,16422.0,1
35000.0,2,3,1,54,2,2,2,10419.0,9196.0,8884.0,509.0,449.0,434.0,1
125000.0,2,1,2,33,0,1,1,115566.0,92941.0,74856.0,22334.0,17962.0,14467.0,0
120000.0,2,1,2,55,1,2,0,92580.0,92370.0,96536.0,24636.0,24580.0,25689.0,1
70000.0,2,2,1,44,0,1,2,81545.0,71347.0,70801.0,3842.0,3361.0,3336.0,1
65000.0,2,2,3,68,1,-1,3,59320.0,54423.0,54545.0,13335.0,12234.0,12261.0,1
55000.0,1,3,2,49,-1,1,0,46211.0,42091.0,40529.0,5548.0,5053.0,4865.0,0
120000.0,2,2,2,45,-1,0,0,60368.0,53160.0,53654.0,15808.0,13920.0,14050.0,0
85000.0,2,1,2,59,0,-1,0,45532.0,40320.0,41043.0,12548.0,11112.0,11311.0,0
30000.0,2,1,1,62,-1,1,0,23158.0,23633.0,19794.0,2628.0,2682.0,2246.0,1
200000.0,1,2,2,59,0,1,3,166095.0,152808.0,154981.0,14628.0,13458.0,13650.0,0
140000.0,1,3,2,49,3,1,-1,151149.0,132417.0,111619.0,15458.0,13542.0,11415.0,1
60000.0,1,2,2,56,0,1,0,19548.0,15938.0,14946.0,2708.0,2208.0,2070.0,0
55000.0,2,2,2,42,0,-1,-1,18602.0,18312.0,16434.0,3860.0,3800.0,3410.0,0
40000.0,2,2,2,50,-1,0,0,9919.0,8935.0,8529.0,2771.0,2496.0,2382.0,0
145000.0,1,2,2,46,0,1,2,54351.0,53977.0,54009.0,2158.0,2143.0,2144.0,0
105000.0,2,1,3,67,0,3,-1,114903.0,114347.0,110053.0,5693.0,5665.0,5452.0,1
80000.0,2,2,2,58,1,0,1,63872.0,51270.0,46680.0,13568.0,10891.0,9916.0,1
65000.0,2,1,1,39,0,-1,1,21420.0,17662.0,14465.0,2614.0,2156.0,1765.0,0
50000.0,2,2,1,50,0,-1,-1,54484.0,45841.0,45069.0,13616.0,11456.0,11263.0,1
40000.0,2,2,2,68,1,0,0,26247.0,24945.0,20896.0,3301.0,3137.0,2628.0,1
195000.0,2,1,1,54,0,1,-1,54074.0,54363.0,46487.0,11804.0,11867.0,10148.0,0
80000.0,1,2,1,32,0,-1,3,92571.0,92672.0,85175.0,15846.0,15864.0,14580.0,1
60000.0,2,1,2,49,-1,0,0,40137.0,37938.0,35288.0,9798.0,9261.0,8614.0,0
170000.0,1,1,2,48,-1,1,-1,171262.0,173994.0,139688.0,39251.0,39877.0,32015.0,0
285000.0,1,2,2,56,0,0,0,44963.0,37902.0,34718.0,4052.0,3416.0,3129.0,0
85000.0,1,2,1,57,-1,-1,2,82605.0,73466.0,67665.0,5474.0,4869.0,4484.0,0
440000.0,2,2,2,47,0,3,1,118823.0,100612.0,94777.0,9278.0,7856.0,7400.0,1
10000.0,2,1,2,32,1,1,1,4267.0,4122.0,3358.0,797.0,770.0,627.0,1
70000.0,1,1,2,25,1,-1,2,55879.0,55638.0,57132.0,12284.0,12231.0,12559.0,1
30000.0,2,1,1,55,-1,1,-1,7625.0,6491.0,5917.0,1505.0,1281.0,1168.0,0
60000.0,1,1,1,55,-1,-1,1,41266.0,37171.0,30452.0,10505.0,9463.0,7752.0,0
20000.0,2,3,2,62,-1,2,2,11482.0,11228.0,10121.0,1359.0,1329.0,1198.0,0
100000.0,1,4,2,38,0,0,1,46584.0,46859.0,42483.0,5651.0,5684.0,5153.0,0
170000.0,2,3,2,33,2,-1,0,160227.0,137378.0,114563.0,31853.0,27311.0,22775.0,1
360000.0,2,1,1,55,3,2,-1,68353.0,59187.0,51027.0,8988.0,7782.0,6709.0,1
75000.0,2,3,1,27,3,0,-1,80384.0,82546.0,67430.0,16036.0,16468.0,13452.0,1
70000.0,2,1,1,49,-1,0,1,70497.0,72988.0,66668.0,10726.0,11105.0,10144.0,1
140000.0,2,2,2,22,1,2,0,58309.0,51445.0,51637.0,15610.0,13773.0,13824.0,1
250000.0,2,2,1,27,0,-1,1,299601.0,256371.0,238229.0,80636.0,69001.0,64118.0,0
70000.0,2,1,2,44,1,0,0,62693.0,60418.0,59216.0,11808.0,11380.0,11153.0,0
205000.0,2,1,2,55,-1,1,0,212888.0,216381.0,204338.0,55663.0,56576.0,53427.0,0
140000.0,2,2,2,39,1,-1,0,36757.0,30950.0,26501.0,10716.0,9023.0,7726.0,0
130000.0,2,2,2,28,0,3,0,146329.0,126902.0,128465.0,36342.0,31517.0,31906.0,0
40000.0,1,2,2,37,1,-1,0,8494.0,7765.0,7832.0,1969.0,1800.0,1816.0,1
35000.0,2,2,1,49,3,-1,-1,33730.0,31636.0,25622.0,8716.0,8175.0,6621.0,1
50000.0,2,1,2,66,-1,0,1,33074.0,33652.0,35216.0,2817.0,2866.0,2999.0,0
120000.0,2,2,2,25,-1,-1,1,60131.0,56543.0,48178.0,10399.0,9779.0,8332.0,0
115000.0,1,3,1,27,0,1,3,41876.0,43005.0,39285.0,7045.0,7235.0,6609.0,1
35000.0,1,1,2,52,0,-1,3,9539.0,9730.0,8895.0,1970.0,2009.0,1837.0,1
55000.0,2,2,1,68,-1,1,-1,54042.0,46065.0,41204.0,14465.0,12329.0,11028.0,0
215000.0,1,2,2,45,0,-1,1,152275.0,137690.0,144274.0,16813.0,15203.0,15930.0,0
70000.0,1,2,2,54,0,0,0,83059.0,79829.0,70734.0,24604.0,23648.0,20953.0,0
215000.0,2,1,1,65,-1,1,-1,117376.0,118531.0,95822.0,24557.0,24799.0,20048.0,0
75000.0,2,2,1,66,1,0,-1,83685.0,74230.0,67487.0,8135.0,7216.0,6561.0,1
135000.0,2,4,1,40,-1,3,1,107016.0,95776.0,89178.0,24540.0,21962.0,20449.0,1
520000.0,1,3,2,62,-1,2,3,499130.0,453881.0,445574.0,130688.0,118840.0,116665.0,1
245000.0,2,2,1,48,-1,1,0,64832.0,53917.0,52968.0,11325.0,9419.0,9253.0,0
115000.0,1,1,2,51,1,0,0,116269.0,121720.0,109825.0,26529.0,27773.0,25059.0,0
15000.0,1,2,2,48,1,2,-1,5477.0,5557.0,4800.0,1484.0,1505.0,1300.0,1
40000.0,2,2,2,62,1,1,1,12409.0,10128.0,10366.0,2041.0,1666.0,1705.0,1
185000.0,2,4,1,53,2,1,-1,139736.0,126336.0,115618.0,31572.0,28544.0,26123.0,1
50000.0,1,2,2,54,2,2,-1,9735.0,8788.0,7755.0,1221.0,1103.0,973.0,1
505000.0,2,3,1,65,0,0,2,140294.0,117548.0,108865.0,24706.0,20700.0,19171.0,0
170000.0,1,1,2,52,0,2,0,141012.0,121936.0,108479.0,17572.0,15195.0,13518.0,1
145000.0,2,1,3,28,0,2,1,67342.0,63279.0,53475.0,11777.0,11066.0,9352.0,0
120000.0,1,2,2,41,-1,-1,0,97095.0,98515.0,92426.0,23733.0,24080.0,22592.0,0
60000.0,2,1,2,48,3,0,2,62547.0,55291.0,47191.0,12321.0,10892.0,9296.0,0
225000.0,1,3,2,58,2,-1,-1,140809.0,121283.0,102108.0,10340.0,8906.0,7498.0,1
20000.0,1,3,1,60,1,1,-1,21351.0,18489.0,17273.0,3005.0,2602.0,2431.0,1
370000.0,2,1,1,33,1,0,0,65528.0,58127.0,49687.0,19323.0,17141.0,14652.0,0
200000.0,1,2,2,35,1,1,0,77097.0,71971.0,68730.0,5613.0,5240.0,5004.0,1
30000.0,2,2,1,63,2,2,2,18668.0,18644.0,15850.0,3320.0,3316.0,2819.0,1
30000.0,2,1,1,25,0,3,2,15719.0,15483.0,15358.0,3790.0,3733.0,3703.0,1
95000.0,1,1,3,35,1,0,0,64966.0,65733.0,66830.0,3730.0,3775.0,3837.0,1
55000.0,1,2,2,23,0,0,1,32290.0,31324.0,30432.0,1279.0,1241.0,1206.0,1
25000.0,2,2,2,50,0,-1,2,29575.0,29097.0,27488.0,1888.0,1857.0,1754.0,1
160000.0,1,3,2,42,2,3,0,94839.0,95723.0,94204.0,26332.0,26577.0,26155.0,1
105000.0,1,2,1,32,1,0,2,82159.0,71080.0,72030.0,11359.0,9828.0,9959.0,1
260000.0,1,2,2,34,1,1,0,81906.0,67718.0,64939.0,14356.0,11869.0,11382.0,1
210000.0,1,2,1,39,1,0,1,39436.0,36664.0,31282.0,8485.0,7889.0,6731.0,0
130000.0,2,1,1,55,-1,-1,1,142869.0,142539.0,132757.0,17223.0,17183.0,16004.0,0
495000.0,2,2,2,28,0,1,1,78085.0,68847.0,70433.0,14260.0,12573.0,12863.0,0
195000.0,1,3,1,27,-1,0,0,82466.0,69535.0,67799.0,3980.0,3356.0,3272.0,0
90000.0,2,3,1,66,0,-1,-1,85744.0,82946.0,76153.0,20000.0,19348.0,17763.0,1
100000.0,1,2,3,56,1,1,0,54467.0,51116.0,50457.0,15213.0,14277.0,14093.0,1
90000.0,2,1,2,53,-1,0,0,49604.0,43985.0,36761.0,4802.0,4258.0,3559.0,0
110000.0,1,2,2,28,3,1,0,50759.0,50072.0,41546.0,13301.0,13121.0,10887.0,1
130000.0,2,3,1,21,0,2,-1,130662.0,128573.0,110749.0,15200.0,14957.0,12883.0,1
30000.0,2,2,2,24,-1,-1,0,6620.0,5500.0,5265.0,1156.0,961.0,920.0,0
165000.0,1,1,2,58,-1,0,1,183649.0,182125.0,166242.0,34468.0,34182.0,31201.0,1
80000.0,1,3,2,26,-1,3,1,46110.0,46761.0,42904.0,7730.0,7839.0,7192.0,1
75000.0,2,1,2,64,0,-1,-1,65412.0,53983.0,49860.0,18451.0,15227.0,14064.0,0
140000.0,2,2,1,46,0,2,-1,86616.0,87513.0,73459.0,12018.0,12142.0,10192.0,0
240000.0,2,1,2,50,-1,1,0,162445.0,156683.0,160780.0,10058.0,9701.0,9955.0,0
200000.0,2,1,2,61,1,0,2,139079.0,136454.0,141218.0,34175.0,33530.0,34700.0,1
125000.0,1,2,1,52,0,1,1,45390.0,44471.0,44049.0,3729.0,3653.0,3619.0,1
255000.0,1,1,1,67,1,0,2,221017.0,226299.0,191292.0,36795.0,37674.0,31846.0,0
155000.0,1,3,2,57,-1,2,1,131694.0,130739.0,115192.0,27734.0,27533.0,24258.0,0
35000.0,2,1,2,60,-1,1,1,42000.0,39356.0,36670.0,1970.0,1846.0,1720.0,0
200000.0,1,3,1,50,0,1,-1,165972.0,155009.0,142706.0,44407.0,41474.0,38182.0,0
120000.0,1,2,2,33,0,0,-1,75677.0,75381.0,68662.0,13722.0,13668.0,12450.0,1
85000.0,1,1,1,30,0,-1,0,14082.0,13164.0,11044.0,1063.0,993.0,833.0,1
135000.0,1,3,1,55,1,2,1,98594.0,100485.0,94136.0,17833.0,18175.0,17026.0,1
110000.0,1,3,1,30,0,-1,0,69338.0,69685.0,63400.0,4143.0,4164.0,3789.0,0
505000.0,1,2,1,42,1,1,3,128689.0,118102.0,112831.0,22478.0,20628.0,19708.0,0
60000.0,1,1,3,42,1,2,0,29201.0,28020.0,23728.0,7073.0,6787.0,5747.0,1
60000.0,1,2,2,36,0,-1,-1,18480.0,18623.0,15304.0,4310.0,4343.0,3569.0,0
190000.0,2,3,1,52,2,-1,3,60141.0,56118.0,58211.0,14496.0,13526.0,14030.0,0
35000.0,2,2,1,55,0,1,-1,17200.0,14877.0,14246.0,863.0,747.0,715.0,1
50000.0,2,1,2,49,0,0,3,19367.0,17948.0,17996.0,2577.0,2388.0,2395.0,1
765000.0,2,1,2,58,-1,-1,1,745812.0,727584.0,670645.0,28607.0,27908.0,25724.0,0
90000.0,1,1,2,25,2,-1,0,17954.0,16342.0,16073.0,3508.0,3193.0,3141.0,0
35000.0,2,1,1,42,0,0,0,5923.0,5655.0,5095.0,672.0,642.0,578.0,0
85000.0,1,2,1,33,-1,1,0,18941.0,17977.0,17293.0,2342.0,2222.0,2138.0,0
40000.0,2,1,1,21,0,0,1,9065.0,8763.0,8606.0,2337.0,2260.0,2219.0,0
120000.0,1,2,1,67,1,0,0,94361.0,90759.0,78267.0,23693.0,22789.0,19652.0,1
75000.0,1,1,3,67,-1,1,2,33302.0,31979.0,31710.0,7939.0,7623.0,7559.0,0
85000.0,2,1,2,60,1,0,3,23031.0,21473.0,19864.0,1861.0,1735.0,1605.0,1
35000.0,1,1,2,60,-1,0,0,9148.0,7983.0,6567.0,550.0,480.0,395.0,0
195000.0,2,1,2,26,-1,0,0,203160.0,171768.0,159192.0,40194.0,33984.0,31496.0,0
150000.0,2,1,2,36,-1,-1,0,102788.0,90894.0,79140.0,14692.0,12992.0,11312.0,0
25000.0,2,2,2,35,-1,-1,0,21703.0,18582.0,15767.0,4711.0,4033.0,3422.0,0
300000.0,1,2,1,53,0,2,0,118004.0,105764.0,88279.0,8269.0,7411.0,6186.0,0
80000.0,1,2,2,51,1,0,1,40023.0,34260.0,33961.0,4825.0,4130.0,4094.0,0
105000.0,2,2,2,61,1,0,-1,92003.0,84210.0,79886.0,10311.0,9437.0,8953.0,0
165000.0,1,1,1,66,0,-1,1,195901.0,203993.0,166816.0,57576.0,59954.0,49028.0,0
165000.0,1,2,2,61,-1,3,1,166651.0,140368.0,133569.0,21664.0,18247.0,17363.0,0
155000.0,2,3,3,34,-1,0,0,131561.0,135900.0,133643.0,37838.0,39086.0,38437.0,0
165000.0,1,3,1,34,2,1,1,50415.0,44411.0,45570.0,14569.0,12834.0,13169.0,1
170000.0,2,1,2,58,2,0,0,43867.0,42125.0,37780.0,12404.0,11911.0,10683.0,0
170000.0,1,2,2,58,-1,0,0,39201.0,36886.0,36325.0,6610.0,6220.0,6125.0,0
255000.0,2,2,1,36,3,0,2,299898.0,288646.0,235975.0,47404.0,45625.0,37300.0,1
90000.0,2,1,1,57,0,1,0,43883.0,39180.0,39340.0,7851.0,7009.0,7038.0,0
330000.0,1,1,2,23,0,-1,1,201416.0,210162.0,187947.0,59306.0,61881.0,55340.0,0
230000.0,2,1,3,24,-1,0,-1,248676.0,242119.0,222701.0,34861.0,33942.0,31220.0,0
880000.0,1,1,1,55,-1,-1,3,648032.0,655494.0,599884.0,49561.0,50132.0,45879.0,0
265000.0,1,2,2,51,2,1,-1,96509.0,96086.0,77755.0,26649.0,26532.0,21470.0,0
125000.0,2,1,2,33,2,-1,0,122760.0,106946.0,108523.0,14966.0,13038.0,13230.0,1
405000.0,1,1,2,23,1,0,0,110822.0,100903.0,92727.0,27407.0,24954.0,22932.0,0
25000.0,2,2,1,45,0,0,0,19183.0,16977.0,14963.0,800.0,708.0,624.0,0
130000.0,2,1,2,30,-1,-1,2,124696.0,102128.0,84474.0,29721.0,24342.0,20134.0,0
445000.0,2,2,1,51,-1,0,1,534000.0,462997.0,415598.0,43000.0,37282.0,33465.0,0
540000.0,2,1,1,66,0,0,0,384277.0,363399.0,315132.0,20585.0,19466.0,16881.0,0
175000.0,1,3,1,40,-1,2,2,36049.0,35453.0,32083.0,9328.0,9174.0,8302.0,0
210000.0,2,1,2,39,2,1,0,81936.0,79891.0,80375.0,7457.0,7271.0,7315.0,1
285000.0,1,4,1,56,-1,0,-1,53678.0,53977.0,52082.0,12580.0,12650.0,12206.0,0
330000.0,2,2,2,69,-1,2,-1,235003.0,232180.0,239092.0,13356.0,13195.0,13588.0,1
140000.0,1,2,2,37,2,-1,-1,38439.0,38152.0,36208.0,4829.0,4793.0,4549.0,1
85000.0,1,2,2,27,0,0,0,82557.0,85101.0,72473.0,16678.0,17192.0,14641.0,0
50000.0,1,1,1,62,1,2,2,58950.0,48127.0,45654.0,12302.0,10043.0,9527.0,1
145000.0,2,3,1,66,0,0,1,53067.0,53521.0,45489.0,12115.0,12218.0,10385.0,1
25000.0,2,4,2,26,2,1,-1,5664.0,4983.0,4305.0,1485.0,1306.0,1129.0,1
75000.0,2,3,2,50,0,0,0,44139.0,36811.0,36356.0,7714.0,6433.0,6354.0,0
60000.0,1,1,1,28,1,0,0,21332.0,19027.0,17068.0,2473.0,2206.0,1979.0,1
85000.0,1,1,2,62,1,1,0,55860.0,53126.0,43401.0,3432.0,3264.0,2667.0,1
145000.0,2,2,1,66,-1,1,-1,155688.0,145191.0,142649.0,12950.0,12077.0,11865.0,0
85000.0,1,2,1,48,-1,-1,0,73993.0,74294.0,69696.0,20867.0,20951.0,19655.0,0
80000.0,2,2,2,54,2,-1,0,44090.0,36419.0,35733.0,4468.0,3690.0,3621.0,0
50000.0,1,1,1,44,-1,0,-1,44931.0,46582.0,42525.0,5916.0,6133.0,5599.0,0
830000.0,2,1,1,21,2,1,1,506941.0,431894.0,385882.0,32412.0,27613.0,24672.0,0
105000.0,2,2,2,58,0,-1,3,45046.0,44701.0,43567.0,5966.0,5920.0,5770.0,0
125000.0,1,1,1,36,0,1,2,20697.0,18200.0,17044.0,2201.0,1935.0,1812.0,1
155000.0,2,2,2,62,3,1,0,62553.0,56482.0,54569.0,14018.0,12657.0,12229.0,1
55000.0,1,2,1,59,1,1,1,59180.0,61511.0,62111.0,16205.0,16844.0,17008.0,1
150000.0,2,2,2,50,3,0,-1,180000.0,183457.0,162403.0,7684.0,7832.0,6933.0,1
140000.0,2,2,2,28,3,-1,-1,59806.0,53372.0,55005.0,2583.0,2305.0,2375.0,1
155000.0,2,3,2,62,0,-1,-1,47692.0,42532.0,35149.0,6099.0,5439.0,4495.0,0
485000.0,2,1,2,27,0,-1,0,248237.0,227642.0,206817.0,49967.0,45822.0,41630.0,0
165000.0,2,2,2,61,1,0,2,26996.0,23970.0,24856.0,3288.0,2919.0,3027.0,0
225000.0,1,2,1,24,2,0,-1,178826.0,165254.0,141739.0,31697.0,29292.0,25123.0,1
255000.0,2,1,3,28,-1,0,1,214698.0,219322.0,201412.0,54408.0,55580.0,51041.0,0
35000.0,2,1,2,23,-1,-1,0,22869.0,20527.0,16534.0,6127.0,5500.0,4430.0,0
85000.0,1,2,2,58,1,-1,0,99285.0,98428.0,93703.0,11601.0,11501.0,10949.0,1
170000.0,1,2,1,51,1,1,1,104107.0,87588.0,89344.0,13385.0,11261.0,11487.0,1
50000.0,2,2,2,50,0,3,1,26980.0,27552.0,23417.0,1804.0,1842.0,1566.0,1
260000.0,1,2,2,67,3,1,0,144694.0,135212.0,137651.0,39621.0,37025.0,37693.0,0
145000.0,2,1,1,46,1,-1,2,80853.0,80648.0,67773.0,10407.0,10381.0,8723.0,1
135000.0,1,2,1,25,-1,1,2,57950.0,57549.0,59016.0,3057.0,3035.0,3113.0,1
265000.0,2,2,3,49,-1,1,2,310134.0,319272.0,293547.0,67685.0,69679.0,64065.0,0
145000.0,2,3,2,42,3,2,-1,48901.0,47951.0,38869.0,8800.0,8629.0,6995.0,1
60000.0,2,4,2,33,1,1,1,43433.0,39619.0,34512.0,7514.0,6854.0,5971.0,1
335000.0,2,1,1,48,2,0,0,380135.0,350139.0,326570.0,54966.0,50629.0,47221.0,1
245000.0,2,1,1,56,1,1,0,241907.0,205553.0,203279.0,27180.0,23096.0,22840.0,1
280000.0,1,2,2,50,-1,3,0,254398.0,221848.0,203211.0,30195.0,26332.0,24119.0,0
95000.0,2,1,2,36,-1,1,-1,80882.0,79669.0,82051.0,20383.0,20078.0,20678.0,0
80000.0,2,1,2,46,0,0,1,65613.0,64684.0,66212.0,13394.0,13204.0,13516.0,0
35000.0,2,1,2,63,-1,0,1,18315.0,16285.0,16560.0,5231.0,4651.0,4730.0,0
85000.0,2,4,1,68,1,0,2,73338.0,66833.0,66991.0,13805.0,12580.0,12610.0,0
115000.0,1,2,2,35,1,1,0,111390.0,91614.0,78080.0,25362.0,20859.0,17777.0,0
75000.0,1,2,2,65,-1,3,0,68596.0,66802.0,59717.0,17855.0,17388.0,15543.0,0
30000.0,2,2,2,46,-1,0,0,8346.0,6709.0,6444.0,2277.0,1830.0,1758.0,0
240000.0,2,2,2,50,3,0,-1,227499.0,204893.0,205453.0,31131.0,28038.0,28115.0,1
60000.0,1,4,1,48,2,1,-1,14698.0,11944.0,9652.0,1501.0,1220.0,986.0,1
245000.0,1,2,2,55,2,0,2,48923.0,41010.0,36819.0,13071.0,10957.0,9837.0,0
170000.0,2,1,2,65,0,1,-1,171599.0,142934.0,121500.0,46730.0,38924.0,33087.0,1
60000.0,2,1,2,64,-1,2,-1,13799.0,14173.0,12113.0,535.0,550.0,470.0,0
80000.0,1,2,2,43,1,0,0,27466.0,22771.0,18744.0,2030.0,1683.0,1385.0,0
70000.0,1,3,2,53,1,1,0,12606.0,10991.0,9502.0,1837.0,1602.0,1385.0,1
145000.0,2,4,2,31,-1,1,-1,68022.0,71090.0,57880.0,2634.0,2753.0,2241.0,0
200000.0,1,1,2,21,1,-1,3,33244.0,27140.0,22200.0,2310.0,1886.0,1543.0,0
50000.0,1,4,2,30,3,0,1,48260.0,49610.0,48458.0,8556.0,8795.0,8591.0,1
110000.0,1,2,1,39,1,3,2,36367.0,35943.0,32676.0,2301.0,2274.0,2068.0,1
165000.0,2,1,2,49,-1,0,-1,91051.0,84461.0,72474.0,23333.0,21644.0,18572.0,0
240000.0,2,1,2,38,0,2,1,32795.0,30147.0,30971.0,2894.0,2660.0,2733.0,0
260000.0,1,3,2,35,0,3,1,133963.0,139517.0,144484.0,22551.0,23486.0,24322.0,1
60000.0,1,2,2,61,0,0,0,26893.0,23878.0,20267.0,2262.0,2008.0,1705.0,0
220000.0,2,2,1,67,2,1,-1,154513.0,139060.0,126559.0,18207.0,16386.0,14913.0,1
270000.0,2,2,2,58,0,1,0,226687.0,203685.0,184917.0,54955.0,49378.0,44828.0,0
125000.0,2,1,2,69,0,-1,-1,20743.0,20174.0,19259.0,2957.0,2876.0,2746.0,0
105000.0,1,1,1,46,-1,2,3,24705.0,25737.0,26241.0,2712.0,2825.0,2880.0,1
90000.0,1,3,1,30,1,0,1,53386.0,51156.0,42056.0,14209.0,13615.0,11193.0,1
230000.0,2,2,2,50,0,2,-1,179182.0,159403.0,134878.0,27626.0,24576.0,20795.0,1
75000.0,1,2,1,58,0,0,3,84394.0,76593.0,77101.0,7666.0,6957.0,7004.0,1
150000.0,2,3,2,48,2,-1,1,104196.0,99875.0,89144.0,28638.0,27451.0,24501.0,0
60000.0,1,1,1,50,-1,1,1,42614.0,35317.0,31452.0,5034.0,4172.0,3715.0,0
20000.0,2,2,3,27,3,0,2,23230.0,24111.0,22822.0,1856.0,1926.0,1823.0,1
145000.0,2,2,2,38,1,2,1,145086.0,137970.0,111630.0,31087.0,29563.0,23919.0,1
105000.0,2,1,2,47,1,-1,1,62798.0,50806.0,45430.0,11729.0,9489.0,8485.0,1
40000.0,2,3,1,28,-1,-1,2,12268.0,10898.0,8876.0,2114.0,1878.0,1529.0,0
95000.0,2,2,1,59,-1,0,-1,86409.0,76243.0,70077.0,6408.0,5654.0,5197.0,0
805000.0,2,1,1,61,1,1,0,376836.0,308430.0,321759.0,66944.0,54792.0,57160.0,0
5000.0,2,1,2,45,-1,2,2,2365.0,2123.0,1846.0,580.0,521.0,453.0,1
180000.0,2,1,2,68,1,1,0,196859.0,169818.0,150821.0,56446.0,48693.0,43246.0,0
110000.0,1,2,2,51,1,1,0,72463.0,72635.0,63801.0,17889.0,17932.0,15751.0,1
265000.0,1,1,1,27,-1,0,3,36548.0,36554.0,32224.0,4949.0,4950.0,4363.0,0
145000.0,1,2,2,33,-1,0,-1,75618.0,77380.0,68254.0,21164.0,21657.0,19103.0,0
130000.0,1,2,1,63,1,-1,-1,41713.0,40291.0,35073.0,5873.0,5673.0,4938.0,0
225000.0,2,1,2,28,1,-1,0,215740.0,220219.0,205716.0,25347.0,25873.0,24169.0,1
335000.0,1,1,1,34,1,2,0,397812.0,403261.0,361941.0,69466.0,70417.0,63202.0,0
30000.0,2,3,2,22,-1,0,1,27455.0,27472.0,26675.0,2402.0,2404.0,2334.0,0
270000.0,2,3,1,33,-1,1,-1,102124.0,83881.0,68066.0,5694.0,4676.0,3795.0,0
105000.0,2,2,2,38,0,1,1,102749.0,101822.0,84250.0,11654.0,11548.0,9555.0,1
